tokens,tags,polarities
"('The', 'anti-pasta', 'was', 'excellent', ',', 'especially', 'the', 'calamari', ',', 'as', 'were', 'the', 'filling', 'pasta', 'mains', '.')","('0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '2', '2', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'atmosphere', 'is', '""nt""', 'the', 'greatest', ',', 'but', 'I', 'suppose', 'that', '""s""', 'how', 'they', 'keep', 'the', 'prices', 'down', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0')","('-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Disappointing', 'food', ',', 'lousy', 'service', '.')","('0', '1', '0', '0', '1', '0')","('-1', '0', '-1', '-1', '-1', '-1')"
"('Our', 'server', 'was', 'very', 'helpful', 'and', 'friendly', '.')","('0', '1', '0', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1')"
"('With', 'the', 'great', 'variety', 'on', 'the', 'menu', ',', 'I', 'eat', 'here', 'often', 'and', 'never', 'get', 'bored', '.')","('0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'sweet', 'lassi', 'was', 'excellent', 'as', 'was', 'the', 'lamb', 'chettinad', 'and', 'the', 'garlic', 'naan', 'but', 'the', 'rasamalai', 'was', 'forgettable', '.')","('0', '1', '2', '0', '0', '0', '0', '0', '1', '2', '0', '0', '1', '2', '0', '0', '1', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('BUt', 'their', 'best', 'dish', 'is', 'thh', 'Thai', 'spiced', 'curry', 'noodles', 'with', 'shrimp', '-', 'a', 'dish', 'that', 'would', 'cost', '$', '23.95', 'is', 'most', 'places', ',', 'but', 'it', 'is', '$', '16', 'here', '.')","('0', '0', '0', '1', '0', '0', '1', '2', '2', '2', '2', '2', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Each', 'bite', 'of', 'food', 'at', 'Kai', 'was', 'indeed', 'delicious', ',', 'fresh', ',', 'and', 'elegant', '.')","('0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Besides', ',', 'when', 'you', 'have', 'bad', 'service', ',', 'that', '""s""', 'less', 'money', 'you', 'have', 'to', 'tip', '.')","('0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1')"
"('There', 'is', 'a', 'downside', 'if', 'you', '""re""', 'ordering', 'in', '--', 'the', 'delivery', 'guys', 'have', 'MAJOR', 'attitude', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '0', '-1', '-1', '-1', '-1')"
"('The', 'waitstaff', 'were', 'attentive', ',', 'polite', 'and', 'helpful', '-', 'an', 'impressive', 'feat', 'in', 'such', 'close', 'quarters', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'food', 'was', 'good', '.')","('0', '1', '0', '0', '0')","('-1', '2', '-1', '-1', '-1')"
"('-LRB-', '$', '200', 'for', '2', 'glasses', 'of', 'champagne', ',', 'not', 'too', 'expensive', 'bottle', 'of', 'wine', 'and', '2', 'after', 'dinner', 'drinks', '-RRB-', '.')","('0', '0', '0', '0', '0', '1', '2', '2', '0', '0', '0', '0', '1', '2', '2', '0', '0', '1', '2', '2', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '0', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Service', 'was', 'devine', ',', 'oysters', 'where', 'a', 'sensual', 'as', 'they', 'come', ',', 'and', 'the', 'price', 'ca', '""nt""', 'be', 'beat', '!!!')","('1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1')"
"('Also', ',', 'the', 'sandwiches', '-LRB-', 'nearing', '$', '7', '-RRB-', 'did', '""nt""', 'come', 'with', 'anything', 'like', 'chips', 'or', 'a', 'side', '.')","('0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '-1', '-1', '-1', '-1')"
"('Had', '1', 'appetizer', ',', '2', 'entrees', 'and', '2', 'cokes', 'and', 'the', 'bill', 'was', '~', '$', '55.00', ',', 'not', 'including', 'tip', '.')","('0', '0', '1', '0', '0', '1', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Besides', 'having', 'the', 'table', 'we', 'had', 'been', 'promised', 'given', 'to', 'other', 'restaurant', 'patrons', 'twice', 'before', 'we', 'were', 'actually', 'seated', ',', 'we', 'were', 'served', 'dishes', 'we', 'had', '""nt""', 'ordered', 'three', 'times', ',', 'received', 'one', 'of', 'our', 'orders', '20', 'minutes', 'after', 'the', 'rest', 'of', 'the', 'table', 'had', 'been', 'served', '-LRB-', 'and', 'that', 'order', 'was', 'undercooked', '-RRB-', ',', 'and', 'charged', '$', '45', 'more', 'than', 'we', 'should', 'have', 'been', 'on', 'our', 'bill', '.')","('0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'menu', 'changed', ',', 'portions', 'were', 'even', 'smaller', 'than', 'before', ',', 'a', 'lentil', 'dish', 'was', 'salty', 'beyond', 'edibility', ',', 'a', 'basmati', 'rice', 'dish', 'lacked', 'flavor', '.')","('0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '1', '2', '2', '0', '1', '0')","('-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('I', 'went', 'at', '6:00', 'PM', 'specifically', 'for', 'the', 'pre-theater', 'menu', '-LRB-', '$', '19.95', 'for', 'roasted', 'tomato', 'soup', 'with', 'chevre', ',', 'steak', 'frites', ',', 'creme', 'brulee', '-RRB-', 'and', 'it', 'was', 'marvelous', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '1', '2', '2', '2', '2', '0', '1', '2', '0', '1', '2', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Although', 'the', 'tables', 'may', 'be', 'closely', 'situated', ',', 'the', 'candle-light', ',', 'food-quality', 'and', 'service', 'overcompensate', '.')","('0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '1', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1')"
"('This', 'is', 'a', 'consistently', 'great', 'place', 'to', 'dine', 'for', 'lunch', 'or', 'dinner', '.')","('0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '-1')"
"('Decor', 'is', 'nice', 'and', 'minimalist', ',', 'food', 'simple', 'yet', 'very', 'well', 'presented', 'and', 'cooked', ',', 'and', 'the', 'wine', 'list', 'matches', 'the', 'food', 'very', 'well', '.')","('1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '1', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Good', 'crowd', ',', 'good', 'outdoor', 'seating', ',', 'with', 'a', 'hip', 'japanese', 'vibe', '.')","('0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1')"
"('We', 'began', 'with', 'the', 'cheese', 'fondue', '-LRB-', 'the', 'artisanal', 'blend', '-RRB-', 'and', 'added', 'apples', 'and', 'kielbasa', 'to', 'dip', '.')","('0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '-1', '-1', '-1')"
"('The', 'food', 'is', 'good', ',', 'especially', 'their', 'more', 'basic', 'dishes', ',', 'and', 'the', 'drinks', 'are', 'delicious', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Its', 'a', 'nice', 'quiet', 'location', 'to', 'go', 'eat', 'a', 'good', 'meal', ',', 'relax', ',', 'be', 'able', 'to', 'talk', 'and', 'have', 'a', 'very', 'good', 'time', '.')","('0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'staff', 'is', 'very', 'kind', 'and', 'well', 'trained', ',', 'they', '""re""', 'fast', ',', 'they', 'are', 'always', 'prompt', 'to', 'jump', 'behind', 'the', 'bar', 'and', 'fix', 'drinks', ',', 'they', 'know', 'details', 'of', 'every', 'item', 'in', 'the', 'menu', 'and', 'make', 'excelent', 'recomendations', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Where', 'tanks', 'in', 'other', 'Chinatown', 'restaurants', 'display', 'a', 'lurking', 'myriad', 'of', 'sad-looking', 'marine', 'life', 'in', 'their', 'murky', 'waters', ',', 'the', 'tanks', 'at', 'Ping', '""s""', 'are', 'clear', 'as', 'glass', 'with', 'healthy-looking', 'creatures', 'who', 'do', 'not', 'yet', 'know', 'that', 'they', 'will', 'be', 'part', 'of', 'some', 'dim', 'sum', 'lover', '""s""', 'brunch', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '1', '0')","('-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'food', 'was', 'pretty', 'tradional', 'but', 'it', 'was', 'hot', 'and', 'good', 'with', 'large', 'portions', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Perhaps', 'this', 'food', 'is', 'considered', 'extreme', 'to', 'an', 'Upper', 'East', 'Side', 'resident', ',', 'but', 'for', 'the', 'rest', 'of', 'us', 'who', '""ve""', 'actually', 'eaten', 'ethnic', 'food', ',', 'this', 'is', 'simply', 'dull', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '0', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'food', 'was', 'just', 'OK', ',', 'at', 'least', 'for', 'what', 'food', 'was', 'available', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0')","('-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'anti-pasta', 'was', 'excellent', ',', 'especially', 'the', 'calamari', ',', 'as', 'were', 'the', 'filling', 'pasta', 'mains', '.')","('0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '2', '2', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '2', '-1')"
"('The', 'decor', 'is', 'dark', ',', 'cool', 'and', 'soothing', ',', 'while', 'the', '""foods""', 'presentation', 'is', 'spectacular', ',', 'considering', 'the', 'low', 'prices', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '1', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Though', 'you', 'will', 'undoubtedly', 'be', 'seated', 'at', 'a', 'table', 'with', 'what', 'seems', 'like', 'barely', 'enough', 'room', '-LRB-', 'no', 'matter', 'what', 'the', 'size', 'of', 'your', 'party', '-RRB-', ',', 'the', 'warm', 'atomosphere', 'is', 'worth', 'the', 'cramped', 'quarters', '-', 'you', '""ll""', 'have', 'fun', 'and', 'forgot', 'about', 'the', 'tight', 'spot', 'you', '""re""', 'in', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1')"
"('Everything', ',', 'from', 'the', 'soft', 'bread', ',', 'soggy', 'salad', ',', 'and', '50', 'minute', 'wait', 'time', ',', 'with', 'an', 'incredibly', 'rude', 'service', 'to', 'deliver', 'below', 'average', 'food', '.')","('0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Make', 'reservations', 'but', 'expect', 'to', 'be', 'delayed', '15-20', 'minutes', 'as', 'the', 'hosting', 'staff', 'was', 'having', 'difficulty', 'seating', 'guests', 'who', 'arrived', 'with', 'a', 'reservation', 'because', 'they', 'probably', 'had', 'a', 'lot', 'of', 'walk', 'ins', 'being', 'so', 'close', 'to', 'Time', 'Square', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('my', 'picks', 'are', ':', '-', 'Scallion', 'Pancake', '-LRB-', 'fried', 'with', 'vegetable', 'juice', ',', 'very', 'special', 'and', 'tasty', '-RRB-', '-', 'Guizhou', 'Chicken', '-', 'Shredded', 'Squid', 'Family', 'Style', '-LRB-', 'one', 'of', 'my', 'personal', 'favorites', '-RRB-', '-', 'Sichuan', 'Spicy', 'Soft', 'Shell', 'Crab', '-', 'Shuizhu', 'Fish', '-LRB-', 'this', 'one', 'is', 'for', 'hardcore', 'Sichuan', 'food', 'fans', ',', 'I', 'would', '""nt""', 'recommend', 'to', 'my', 'American', 'friends', 'as', 'it', '""s""', 'very', 'spicy', '.')","('0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '1', '2', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '2', '2', '2', '0', '1', '2', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('However', ',', 'they', '""ve""', 'got', 'the', 'most', 'amazing', 'pastrami', 'and', 'the', 'soups', 'hit', 'the', 'spot', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('not', 'the', 'food', ',', 'not', 'the', 'ambiance', ',', 'not', 'the', 'service', ',', 'I', 'agree', 'with', 'the', 'previous', 'reviews', 'you', 'wait', 'and', 'wait', ',', 'the', 'wait', 'staff', 'are', 'very', 'rude', 'and', 'when', 'you', 'get', 'in', 'they', 'are', 'looking', 'to', 'get', 'you', 'right', 'out', '.')","('0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('This', 'place', 'is', 'not', 'worth', 'the', 'prices', '.')","('0', '0', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '0', '-1')"
"('I', 'do', 'suggest', 'to', 'ask', 'to', 'be', 'seated', 'upstairs', 'if', 'you', 'are', 'looking', 'to', 'be', 'a', 'little', 'cozy', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('It', 'appears', 'to', 'be', 'the', 'owner', '""s""', 'first', 'venture', 'and', 'it', 'shows', '.')","('0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Pizza', 'and', 'garlic', 'knots', 'are', 'great', 'as', 'well', ',', 'I', 'order', 'from', 'them', 'quite', 'often', 'and', 'the', 'delivery', 'is', 'always', 'super', 'quick', '!')","('1', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0')","('2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('With', 'the', 'exception', 'of', 'our', 'lemon', 'salad', 'that', 'had', 'so', 'much', 'pepper', 'on', 'it', 'that', 'our', 'eyes', 'started', 'watering', ',', 'the', 'food', 'here', 'was', 'decent', ',', 'not', 'great', '.')","('0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Great', 'bar', ',', 'most', 'gorgeous', 'bartenders', 'you', '""ve""', 'ever', 'seen', '-LRB-', 'specifically', 'the', 'blond', 'lady', '-RRB-', '.')","('0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Super', 'friendly', 'and', 'knowledgable', 'staff', ',', 'fabulous', 'bistro', 'fare', 'and', 'a', 'wonderful', 'jazz', 'brunch', 'with', 'great', 'live', 'jazz', '-LRB-', 'the', 'chilaquiles', 'were', 'awesome', '!')","('0', '0', '0', '0', '1', '0', '0', '1', '2', '0', '0', '0', '1', '2', '0', '0', '1', '2', '0', '0', '1', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Ambience', 'is', 'so', 'cute', 'and', 'quaint', ',', 'good', 'for', 'business', 'although', 'we', 'were', 'there', 'on', 'vacation', '.')","('1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Go', 'to', 'Volare', 'for', '1st', 'class', 'service', 'and', 'terrific', 'food', '.')","('0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1')"
"('The', 'food', 'was', 'terrific', 'and', 'the', 'service', 'classy', ',', 'attentive', ',', 'without', 'being', 'overbearing', '.')","('0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
